artist_name,track_name,release_date,genre,lyrics
2hollis,two bad,2024,hyperpop," Girl, it's too bad, uh We made it all the way, now we gotta turn around again Ooh, best friends If I take it all away, you gon' miss it more than anything  What a case, take me instead, ha Touch on my face, I'll touch you back (Hey) Can't find your gate, uh, and now I'm late to class, uh I'm on the very last page, does that make you mad, huh?  I know it makes you mad, uh I know it makes you mad I know it makes you mad I know it makes you mad (I know it makes you mad) (I know it makes you mad) (I know it makes you mad)  Too bad, uh We made it all the way, now we gotta turn around again Ooh, best friends If I take it all away, you gon' miss it more than anything (Girl it's too bad, you're still mad, I gave you everything) Part II: don't change  Don't change, plase don't change for me (Don't chang) I like the way you act when you don't know I'm watching Mont Saint (Two seas) I fear I'm free (I'm waking up) Don't wake me up to go to sleep, uh (I'm waking up) If you want it, get on your knees It's so easy, it's so e  It's so easy, it's so easy, ayy It's so easy, it's so easy, ayy It's so easy, it's so easy, ayy It's so easy, it's so e (Two)  Li-like a si Touch my skin (Hold o, ho) Hold onto me Hold onto me, me (Never let me) Sister With you, sister Hold back a smile t, like a sister Li-li-like a sister Girl, I love you like a"
Isabel LaRosa,HELP,2022,hyperpop,"Can somebody help? Can somebody help?  Don't, don't pretend you ever listened to me Won't, won't speak unless you're lookin' down at me  Hold it in just to feed your ego Slippin' under, scared I'm losing home  Can somebody help? Can somebody help?  Alone, alone without you lying next to me Go, go, don't want any of your sympathy  Hold it in just to feed your ego Slippin' under, scared I'm losing home  Can somebody help? Can somebody help? Can somebody help? Can somebody help?"
2hollis,poster boy,2023,hyperpop,"Trash the ploy, turn myself into a poster boy Live by the sword, make myself turn two to four I know you want it, oh you fucking got it Running away  I'm running 'round, push it down Fuck, you think we going out? You so wrong, you so dumb We take our time, we don't rush You drive me, drive me, drive me crazy What would it take, call you my baby?  Trash the ploy, turn myself into a poster boy Live by the sword, make myself turn two to four I know you want it, oh you fucking got it Running away"
glaive,fuck this town,2021,hyperpop,"Woah-oh, woah Oh-woah, oh-woah Ayy, yeah, yeah, yeah, yeah Woah-oh, woah, oh-woah  I turn my home into a ghost town Maybe that's why every single person going ghost now I've been working too hard, why the fuck would I slow down? People only care about you when it's about to go down  Said, ""Fuck this town and, like, everyone in it"" You say you're mad at me, I'm just minding my business She wanna dance with the devil but won't pay him a visit I bet I'll see him soon 'cause the way that I'm living Said, ""Fuck this town and, like, everyone in it"" You say you're mad at me, I'm just minding my business She wanna dance with the devil but won't pay him a visit I bet I'll see him soon 'cause the way that I'm living  Try to find a way to get on by No, we don't talk no more, said I crossed the line Throwing your weight on me, yeah Figure out what to say, calmly Yeah, you're always someone you're not Remember three months ago, they didn't care when I talked And all this shit I can't control, yeah, I wish it would stop And I'm never coming back, because  Said, ""Fuck this town and, like, everyone in it"" You say you're mad at me, I'm just minding my business She wanna dance with the devil but won't pay him a visit I bet I'll see him soon 'cause the way that I'm living Said, ""Fuck this town and, like, everyone in it"" You say you're mad at me, I'm just minding my business She wanna dance with the devil but won't pay him a visit I bet I'll see him soon 'cause the way that I'm living  Fuck this town and like everyone in it I'm just minding my business She wanna dance with the devil but won't pay him a visit We won't pay him a visit"
Ecco2k,Peroxide,2019,hyperpop,"(True friend)  At the bus stop, crushing rocks (Crush, crush, crush, crush, c-c-crush, crush) They all stare at me, I don't care at all (Oh my god, fuck you) Everywhere I go, they look at me wrong (What, what the fuck are you looking at?) Every day go the same, gotta stay strong (Trust, trust, trust, trust me, it gets so much worse)  Something feels so wrong (Something feels so wrong) It's the way I look or the way I walk Why are you scared of me when I'm not so hard? No peroxide, I stay dark ""Don't go around him, you might get robbed"" Chop off your body parts (Chop, chop, chop) Chop his arm off and take his watch  (I'm not afraid of anything) Crush, crush, crush, crush Crush, crush, crush, crush At the bus stop, I be crushin' rocks They all stare at me, I don't care at all Crush, crush, crush, crush Crush, crush, crush, crush Crush, crush, crush, crush Crush, crush, crush, crush (True friend)  At the bus stop, crushing rocks (Crush, crush, crush, crush, c-c-crush, crush) They all stare at me, I don't care at all (Oh my god, fuck you) Everywhere I go, they look at me wrong (What, what the fuck are you looking at?) Every day go the same, gotta stay strong (Trust, trust, trust, trust me, it gets so much worse)  Something feels so wrong (Something feels so wrong) It's the way I look or the way I walk Why are you scared of me when I'm not so hard? No peroxide, I stay dark ""Don't go around him, you might get robbed"" Chop off your body parts (Chop, chop, chop) Chop his arm off and take his watch  At the bus stop, I be crushin' rocks They all stare at me, I don't care at all (Crush, crush, crush, crush, c-c-crush, crush) (I'm not afraid of anything) (True friend)"
Goldie Boutilier,Body Heat,2022,hyperpop,"Thunderstorm woke me up that night You were asleep so I slipped outside Made a call to my other life  I'm coming back to you I'm coming back to you  Whispering in the other room Sayin' we'll be together soon We're twin flames on a new moon  I'm coming back to you I'm coming back to you  And this double life has got me up all night, o-oh (Ooh) All this pretending is so exhausting, I know (Ooh)  Gotta feel your body he-e-e-e-e-e-eat Ba-ba-ba-ba-baby Gotta feel your body he-e-e-e-e-e-eat Ba-ba-ba-ba-baby  Drink two martinis and I pick a fight Got a lot of shit on my mind I'm leaving early to be by his side  I'm coming back for you I'm coming back for you  Another window seat, another plane Playing my life like a chess game My other lover, I won't say his name  I'm coming back for you I'm running back to you  And this double life has got me up all night, o-oh (Ooh) All this pretending is so exhausting, I know (Ooh) Whether it's wrong or right, I wanna feel your touch What's wrong? (Ooh)  Gotta feel your body he-e-e-e-e-e-eat Ba-ba-ba-ba-baby Gotta feel your body he-e-e-e-e-e-eat Ba-ba-ba-ba-baby  Fever, lies, secrets Lower the shades The lights are fluorescent and flickering Slow jazz is playing  Gotta feel your body he-e-e-e-e-e-eat Ba-ba-ba-ba-baby Gotta feel your body he-e-e-e-e-e-eat Ba-ba-ba-ba-baby Gotta feel your body he-e-e-e-e-e-eat Ba-ba-ba-ba-baby Gotta feel your body he-e-e-e-e-e-eat Ba-ba-ba-ba-baby Gotta feel your body he-e-e-e-e-e-eat Ba-ba-ba-ba-baby"
100 gecs,Hollywood Baby,2023,hyperpop,"What you crying about, baby? Are you getting lazy? Clear blue sky but it rains all the late fees Did you get the payment? We had an arrangement We don't wanna watch the news, we just read statements Do you wanna party? Malibu Barbie Are you gonna pack that shit up when it all comes tumbling down? Do you wanna party? Malibu Barbie Are you gonna pack that shit up when it all comes tumbling down?  So go pitch your fit, no one gives a shit Better off if you just get over it  I'm going crazy Little tiny Hollywood baby Brand new Mercedes I've been at the crib going crazy Oh-oh, oh, woah-oh, oh-oh-oh-oh-woah-oh Oh-oh, oh, woah-oh, oh-oh-oh-oh-woah-oh  Are you looking down a mountain? What you crying 'bout, crying 'bout, crying 'bout now? Do you buckle under pressure? Go tumbling, tumbling, tumbling down  So go pitch your fit, no one gives a shit Better off if you just get over it  I'm going crazy Little tiny Hollywood baby Brand new Mercedes I've been at the crib going crazy Oh-oh, oh, woah-oh, oh-oh-oh-oh-woah-oh Oh-oh, oh, woah-oh, oh-oh-oh-oh-woah-oh  You'll never make it in Hollywood, baby You'll never make it in Hollywood, baby You'll never make it in Hollywood, baby You'll never make it in Hollywood, baby You'll never make it in Hollywood, baby You'll never make it in Hollywood, baby You'll never make it in Hollywood, baby You'll never make it in Hollywood, baby (Baby)  I'm going crazy Little tiny Hollywood baby Brand new Mercedes I've been at the crib going crazy Oh-oh, oh, woah-oh, oh-oh-oh-oh-woah-oh Oh-oh, oh, woah-oh, oh-oh-oh-oh-woah-oh"
Mura Masa,Firefly,2015,hyperpop,"The song was the subject of 2016 allegations by fans of Mura Masa that accused Ariana Grande of ripping of the Read More  Pavement's burning into gold Embers risin' up into night flights Up on my back, I feel the static and awe Tripping the wire, surrounded in time I see this is mystical, I'm sure that you know I see this is mystical, I'm sure that you know  Just say you'll be my firefly Take everything or nothing at all Just say you'll be my firefly Take everything or nothing at all  Just say, ""yes"" Just say, ""yes"" Just say, I'd rather have everything than nothing at all Just say, ""yes""  Starry-eyed and under folds Images I pictured in skies Trickling, I tried to close Negative weight on my back, I feel the the static and awe Tripping the wire, surrounded in time I see this is mystical, I'm sure that you know I see this is mystical, I'm sure that you know  Just say you'll be my firefly Take everything or nothing at all Just say you'll be my firefly Take everything or nothing at all  Just say, ""yes"" Just say, ""yes"" Just say, I'd rather have everything than nothing at all Just say, ""yes"""
ericdoa,dancinwithsomebawdy,2024,hyperpop,"Zetra  Got your message, said, ""We're leaving right now"" (Right now) You was hopin' that I wouldn't find out (Wouldn't find out) Didn't know for sure, but know I had my doubts (Yeah-yeah, yeah) And now the night's strung out, baby, you'll just end up  Dancin' with somebody, please never remind me That one point in my life I ever wanted you by me She pretty, but she conniving, giant waste of my timin' Always leaving me crying, some reason I like it (Baby, you'll just end up) Dancin' with somebody, please never remind me That one point in my life I ever wanted you by me She pretty, but she conniving, giant waste of my timin' Always leaving me crying, some reason I like it  Truth be told, I ain't doing too well Oh no, girl, I don't need your help My brain feel dead, can't believe myself You can't use me just to please yourself I tried to hide from the truth I end up hiding from you I'll jump through hurdles, do circles But you won't give me a clue But that's all from me Heard you got somethin' you could offer me Bad reputation, heard awful things I'ma just end up grovelin' (Oh, no) Better let me pop my shit DOA, no stoppin' him No, me and you not lockin' in You can watch how quick we turn to friends  The life you're involved in, I'm never an option The loss of your love's just a nail in the coffin I was careful, I was cautious, your presence is a toxin I knew it when you walked in, baby, you'll just end up  Dancin' with somebody, please never remind me That one point in my life I ever wanted you by me She pretty, but she conniving, giant waste of my timin' Always leaving me crying, some reason I like it (Baby, you'll just end up) Dancin' with somebody, please never remind me That one point in my life I ever wanted you by me She pretty, but she conniving, giant waste of my timin' Always leaving me crying, some reason I like it  Dancin' with somebody, please never remind me Please never remind me Dancin' with somebody, please never re Wow, shit hard Shit hard"
skaiwater,#miles,2022,hyperpop,"Think we can talk it out? Maybe Or we can talk about your daydreams Feels like a million miles between you and me So if you can go without it, I want you to leave I want you to leave  Take control, and let me know 'Cause I can't stay here, I need to go If I give you my name, I know I'm sure (About you) If you play them mind games, I'll show you the door I'm tryna learn from my mistakes, 'cause I know I only got one more chance I know you've been burned by all these games, I'm just tryna be a better man  Think we can talk it out? Maybe Or we can talk about your daydreams Feels lik a million miles between you and me So if you can go without it, I want you to lave I want you to leave  Oh my God Oh my God Oh my God Oh my God Oh my God Oh my God"
100 gecs,hand crushed by a mallet,2019,hyperpop,"I was tryin' to find a way to kill time I didn't even get to tell you goodbye I was tryin' to find a way to kill time Now you're gone and I can't ever say goodbye  This feeling's goin' to my head, I'm thinkin' things I shouldn't say You circled me inside my room, I couldn't go another day This feeling's goin' to my head, I'm thinkin' things I shouldn't say You circled me inside my room, I couldn't go, go, go, go  Oh my god, what the fuck? Take my hand, crush it up Spill the blood on the floor, I ain't scared, think there's more What the fuck? Make it stop, took too long, here right now On the floor, in the car, smokin' cigs in the bar I don't want you to think I got bad intentions Never wanted you inside, you made it your mission, yeah (Yeah) Didn't wanna hurt no one (No one) But you just went and made it fun, fun, fun, fun  Hear you're lookin' for a way to fight the Corpus bride She's workin' in my mind And you're lookin' for a way to crush, it's not enough You fucked up your last try, you cannot try (Last try) We were in the studio, I was just playin' You were all work and I was all play and You were talkin' business, aimin' with your weapon I was on your hit list, I felt the compression  I'll never go, I'll haunt your studio You won't think of words when you write it up You'll just hear me singin' this song You'll think that's okay, you'll just sing along You just copy everything we do If I wasn't me, I'd copy me too You just copy everything we do If I wasn't me, I'd copy me too"
Isabel LaRosa,Favorite Sped Up,2024,hyperpop,"Say my name, I want the neighbors to hear it Want your body to feel it Boy, you know if there's a heaven, I'm near it Yeah, I promise, my dear, it's Only you who has my body and heals it I'm the one, can you feel it? (I'm the one, can you feel it?)  Darlin', can I be your favorite? I'll be your girl, let you taste it I know what you want, yeah, just take it (Take it) Darlin', can I be your favorite? Want you to tell me you crave it My name's whatever you make it (Make it)  Ay, cario, s que t eres mo Quiero pasarme la raya Mi paciencia se acaba, te digo ""'T chiquita como mi saya"" Ellas no tienen lo que yo tengo Soy celosa, lo siento (Soy celosa, lo siento)  Darlin', can I be your favorite? I'll be your girl, let you taste it I know what you want, yeah, just take it (Take it) Darlin', can I be your favorite? Want you to tell me you crave it My name's whatever you make it (Make it)  I swear you're heaven, but boy, you're no angel You take me places only we go You're so pretty, God, I swear that it's painful I whisper things only we know Put your hands around my neck, make me faithful Soy celosa, lo siento (Soy celosa, lo siento)  Darlin', can I be your favorite? I'll be your girl, let you taste it I know what you want, yeah, just take it (Take it) Darlin', can I be your favorite? Want you to tell me you crave it My name's whatever you make it (Make it)"
brakence,deepfake,2022,hyperpop,"I am using my imagination I am using my imagination I am using my imagination I am using my imagination I am using my imagination  I don't know how much more I can take 'Cause I'm gonna need more than sunlight or getting in shape Weed makes me panic and Lexapro drives me insane Tell me, how do you do what you love when you're sick in the brain? And you're two thousand miles away So why am I stalking your Twitter and lying awake? I show my true colors, you left and my life got so gray I can't get over you, yet I built up so much hate But despite all the lies and projections, I hope you're okay  I'm not, I don't want to escape I pop and my ego deflates I'm starin' me down, I'll surrender to sound Just to find out that I was a fake (I'm not, I just want to escape) (I pop and my ego deflates) (I'm starin' me down, I)  'Cause behind the smile, I'm so pissed But I won't be showin' emotions No, I'm not even tellin' my close friends You can't fix me now, I'm too broken I don't know why I'm witherin' this way Think I'm always makin' a mistake I close my eyes, just hopin' my neck breaks Now I'm hardly copin', I don't know how much more I can take  I'm lost, I can't find an escape I pop and my ego deflates While starin' me down, I'll surrender to sound Just to find out that I was a fake I'm not, I just want an escape I pop and my ego deflates, it's Starin' me down, I'll surrender to sound Just to find out that I was a  A fluke, I got a tab in my pocket It's what I use to justify all the fab I prophet When I produce a beat, it's like makin' laced nootropics I blow a fuse, repeat it, eternal state, neurotics As I was splitting my hair, it's all a vanity fair I'll leave the body I wear And you can bring me to Hell  Yeah, you could tell it was the lie that you were the one I'll play it out in my mind, what I could've done And keep wondering if I'll write when my time is up I can't help but picture my life ending in a month And baby, you can try to love me, but I'm not fazed I'm straight flushed with poker on my face Then I start to choke on my own weight Now I'm hardly copin', I don't know how much more I can take  'Cause my whole personality's fake And I want someone else in my place That'd feel so much better, I'll settle for now An endeavor to die or create  Don't fail me Die or create Ahh Settle for now Bloomtodeath Bloomtodeath Bloomtodeath Bloomtodeath, bloomtodeath Too excited about dying, and blooming, umm"
2hollis,cliche,2023,hyperpop,"We were kids back then and I know you wish we never did what we did, but oh well I guess you'll live and learn I'm counting pennies, going to the city It's good fun, but it sure ain't pretty We know, we know how to fall (We know how to fall, yeah) But I'm goin' upstate, for a few days And you should come, but don't be late Guess I'm back in my ways, I'm back to your face I know I shouldn't, but can I stay?  We can do the clich, I'll buy a bouquet Sit down at cafs, make out in the rain It might not ever be the same, but I'm down for the game, I'm down for the game  We can do the clich, I'll buy a bouquet Sit down at cafs, make out in the rain And it might not ever be the same, but I'm down for the game, I'm down for the game We can do the clich, I'll buy a bouquet Sit down at cafs, make out in the rain And it might not ever be the same, but I'm down for the game, I'm down for the game  Uh, I'm down for the game You play with me once, you play with me twice, too much You play with me once, you play with me twice, too much You play with me once, you play with me twice, too much  I had a dream last night, in the dream I said ""I love you"" for the first time I hope it's alright (Ooh) Yeah, I'm fine Chainsmokin', heart broken open (Oh no) Can't say I own it if I stole it (Oh no) Clothes soaking, heart racing open (Oh no) Can't say I know you in this moment (Oh no) Chainsmokin', heart broken open (Oh no) Can't say I own it if I stole it (Oh no) Clothes soaking, heart racing open (Oh no) Can't say I know you in this moment (Oh no)  We can do the clich, I'll buy a bouquet Sit down at cafs, make out in the rain It might not ever be the same, but I'm down for the game, I'm down for the game We can do the clich, I'll buy a bouquet Sit down at cafs, make out in the rain And it might not ever be the same, but I'm down for the game, I'm down for the game  (Down for the game, down for the game) (I'm down for the game, I'm down for the game) (I'm down for the game) Oh, oh Ah, aye"
glaive,astrid,2020,hyperpop,"F-F-FROMTHEHEART  Yeah, you look so pretty in that dress, but I'd look better I gave you everything I ever had, even my sweater My mood is always shitty like North Carolina weather Saying that you better than my ex, but have you met her?  There's this girl named Astrid, never knows what's happening She does whatever all her friends want to, that's without asking I really don't wanna grow up to be alone in a mansion Her friends don't really like her, oh my God, I can't imagine There's this girl named Astrid, never knows what's happening She does whatever all her friends want to, that's without asking I really don't wanna grow up to be alone in a mansion Her friends don't really like her, oh my God, I can't imagine  Tell me, do you reminisce about me or the past? I'm stuck inside my head, should be stuck inside my bag And you saying all this shit about me, calling me this and that And everything that works for me, it never seems to last And oh, my goodness gracious I've never been good at all the cheap flirtations And I feel like a puppet-controlled animation And I've never been good at holding conversations  There's this girl named Astrid, never knows what's happening She does whatever all her friends want to, that's without asking I really don't wanna grow up to be alone in a mansion Her friends don't really like her, oh my God, I can't imagine There's this girl named Astrid, never knows what's happening She does whatever all her friends want to, that's without asking I really don't wanna grow up to be alone in a mansion Her friends don't really like her, oh my God, I can't imagine"
Ecco2k,Western Union,2019,hyperpop,"One shot, click-click-click, reload, reload, reload Twenty thousand THB, make a call to Nino Western Union, six-zero-zero-zero I go easy mode, cheat code, cheat code, cheat code Three stars, one that is you Loss and gain Reload, reload, reload  One shot, click-click-click, reload, reload, reload Twenty thousand THB, make a call to Nino Western Union, six-zero-zero-zero I go easy mode, cheat code, cheat code, cheat code Drain Gang, GTB, you know we go psycho At the Texaco gas station talkin' on the phone Can't stay here, I've got to go, this feeling won't leave me alone I stay off the road, incoming, watching through the scope  Ice cream truck (Yeah) Cherry on top (Yeah) Gate on lock (On lock) I can't stop (Can't stop) Mansion in the hills (Hills) Blue pills (Pills) Time stands still (Yeah) Open seven seals  This the VIP life (The VIP life) I mix that dirty with the Sprite Black bottle with the ice (With the ice) Yeah, all the stars align How am I still alive? (GTB until I die)  One shot, click-click-click, reload, reload, reload Twenty thousand THB, make a call to Nino Western Union, six-zero-zero-zero I go easy mode, cheat code, cheat code, cheat code Drain Gang, GTB, you know we go psycho At the Texaco gas station, talkin' on the phone Can't stay here, I've got to go, this feeling won't leave me alone I stay off the road, incoming, watching through the scope"
Baby B3ns,Liebe in Stereo,2024,hyperpop," Mhh Wieso tust du mir das an? Du hltst mich fest in deiner Hand Bitte lass los, weil ich nicht mehr kann Bitte geh aus mei'm Kopf   Du schaust mir in die Augen und ich hre, wie es bricht Schreib' mit Trn'n auf das Blatt, Baby, denkst du noch an mich?  Babe, bitte wein nicht Trnen laufen auf dein schnes Gesicht Und Baby, und wenn du mich dann vermisst Dann ist es der Schmerz, der dich niemals vergisst  Alles steht still Ich wei, dass ich dich immer noch will Ich bin nicht blind Aber ich wei, dass du nicht gut fr mich bist Wrter im Kopf und nichts kommt raus Du rennst zu schnell und ohne Stopp Du hltst mich fest, ich halt' dich fest Die Stille laut, gib mich nicht auf  Mhh Wieso tust du mir das an? Du hltst mich fest in deiner Hand Babe, bitte wein nicht Trnen laufen auf dein schnes Gesicht Und Baby, und wenn du mich dann vermisst Dann ist es der Schmerz, der dich niemals vergisst  Du sat am Fenster ganz allein und warst wach Doch es regnet heute nur in meiner Stadt Du hast gesagt, die Wunden heilen ber Nacht Wieso sind deine Stimmen dann immer noch da? New York, Ibiza bis L.A. Ich muss dich finden, weil du fehlst San Francisco, Saint-Tropez Bitte komm her, alles pass  Mhh Wieso tust du mir das an? Du hltst mich fest in deiner Hand Babe, bitte wein nicht Trnen laufen auf dein schnes Gesicht Und Baby, und wenn du mich dann vermisst Dann ist es der Schmerz, der dich niemals vergisst"
LVL1,FVN!,2021,hyperpop," Girls just wanna have fun I just wanna have sex in a car As que dale, ring, ring, me apetece un fling T y yo, dream team, come on, make me scream Girls just wanna have fun I just wanna have sex in a car As que dale, ring, ring, me apetece un fling T y yo, dream team, come on, make me scream  Girls just wanna have fun Girls just wanna have fun Fun Girls just wanna have fun Girls just wanna have fun, fun, fun, fun  Drip Desigual como la profe de ingls Pa' darte un repasito, pa' subirte de nivel Escchame en directo, no llevo radio-cassette Psame las pginas si quieres aprender Y si t no quieres na' yo tampoco quiero na' Que no est la economa pa' gastar por gastar Pero llama, grita, si me necesitas Que tengo una misin pa' ti y es pura dinamita No me presento, a m ya me conocen Soy la que va ms ciega que la ONCE  Girls just wanna have fun I just wanna have sex in a car As que dale, ring, ring, me apetece un fling T y yo, dream team, come on, make me scream Girls just wanna have fun I just wanna have sex in a car As que dale, ring, ring, me apetece un fling T y yo, dream team, come on, make me scream  Si ya sabas cmo me pona Pa' qu me sigue' invitando to'ava? No s si me quiere' o me tiene' mana Pero t te acuerda' de m to' los da' Si ya sabas cmo me pona Pa' qu me sigue' invitando to'ava? No s si me quiere' o me tiene' mana Pero t te acuerda' de m to' los- wah!  Si saco las uas te puedo ara' Cat-kitty-cat-cat-kitty-cat-cat! Corta las cmaras, crtalas ya! Cut, cut, cut, deadass  A medio camino entre King y Queen Ya dej la Mafia pero sigo siendo Queer Contenido exclusivo como un OnlyFans Lo hago pa mis nia', mis nia' na' m'  Si saco las uas te puedo ara' Cat-kitty-cat-cat-kitty-cat-cat! Corta las cmaras, crtalas ya! Cut, cut, cut, deadass! Cat-kitty-cat-cat-kitty-cat-cat! Cut, cut, cut, deadass! Cat-kitty-cat-cat-kitty-cat-cat! Cat-kitty-cat-kitty-cat-cat-cat  Girls just wanna have fun I just wanna have sex in a car As que dale, ring, ring, me apetece un fling T y yo, dream team, come on, make me scream Girls just wanna have fun I just wanna have sex in a car As que dale, ring, ring, me apetece un fling T y yo, dream team, come on, make me scream  Girls just wanna have fun Girls just wanna have fun Fun Girls just wanna have fun Girls just wanna have fun, fun, fun, fun"
Cybertrash,play pretend,2022,hyperpop,"You're so ugly, I hate you (One, two, three, okay)  Say you'll never love again I guess we're just stuck as friends And this is how it always ends Say you tired of running 'round, you don't play pretend Say you tired of running 'round, I  Baby, oh my Think I'm a mess, I guess I met you at the wrong time Say, ""It depends, I'd only listen if you're all mine"" ""Better as friends,"" that's what you told me, but it's alright Uh-uh, uh-uh  Oh, baby, when you're all alone in your room Do the times still haunt you too? I don't really mind I don't really mind Oh, baby, when you're all alone in your room Do the times still haunt you too? I don't really mind I don't rally (One, two, three, okay)  Say you'll never lov again I guess we're just stuck as friends And this is how it always ends Say you tired of running 'round, you don't play pretend And you say you'll never love again I guess we're just stuck as friends And this is how it always ends (So ugly) You say you tired of running 'round, you don't play pretend Nah, you don't play, no  Go, go, go, go, go Say that you don't want none Go, go, go, go, ah, go, go  Love again Guess that we're just stuck as friends And this is how it always ends You don't wanna play pretend No, you don't wanna, you don't wanna"
ericdoa,fantasize,2021,hyperpop,"Eric first previewed this song via a now-deleted Instagram post Read More  One, two, three, four You're calling me crazy And thats one thing I've been feeling like lately I made attempts just to save my soul And I'm afraid I have to let you go  I could just fantasize You said Im not your type I don't wanna waste your time I'm stuck in this state of mind I could just fantasize You said I'm not your type I don't wanna waste your time I'm stuck in this state of mind  I saw that you called last night (Night) You're depressed, but you don't know why (Why) Spent a whole damn night online (Online) I check-in, but you say youre fine (Youre fine) Baby, what do you need? (What do you need?) Escape all your problems, only so long to sleep (So long to sleep) I read all about it I like you, you doubt it Claw to the surface, I'm drowning My memorys cloudy You always gotta be right Only care about yourself You don't need nobody else You picked me up inside your A5 And now you taking off my belt Tried to hide the things that you felt Tried to dodge the cracks but you fell Whoa, whoa  Oh-oh, oh-oh Oh-oh, oh-oh Oh-oh, oh-oh Oh-oh  I could just fantasize You said I'm not your type I don't wanna waste your time Im stuck in this state of mind I could just fantasize You said I'm not your type I don't wanna waste your time I'm stuck in this state of mind  I don't wanna waste your time, yeah I don't wanna waste your time"
brakence,introvert,2022,hyperpop," Bloomtodeath  Whenever I approach you I'm always getting close to Sayin' it out loud So take out all the O2 The autumn wind will blow through You're never gon' find out, out He said, ""Curse that fallen angel"" How I'm scrapin' up a scheme to serve the plot (Don't get in my fucking way) And I know I'm gonna raise Hell One mistake after another, I forgot I do not want you to save me  Boy, I know you love your girlfriend And she's all you'd ever need 'Cause her love comes straight from source And I'm a force of social greed And the doctor said I'm bugging But I swar I'm gonna choke If I keep talkin' in circles We could trat it like a joke  But if I had you I wouldn't have to Boy, if I had you Nah, I couldn't have you  There's nothing left to turn to I'm puffing on your virtue Just to wear my crown (See look, I'm a person, I'm a good person) I took out all the O2 Hollowed out the whole room Now I can't make a sound (Like are you proud?) Now my hair is getting tangled And I gave up on my body, let it rot I think he wants my spot, boy, just take it (Ahh) And I know I'm gonna raise Hell And mistake you for a lover I forgot (A new persona in Oklahoma) I do not want you to save me  Now it's pure dissociation Maybe I'm already dead 'Cause I'm spendin' every moment With this existential dread (I'm shaking) And the doctor said it's nothing But I swear I'm gonna choke If I keep talkin' in circles We could treat it like a joke  'Cause if I had you (I'm missin' something) I wouldn't have to Oh, baby, baby, if I had you (I'm missin' something) Boy, I thought maybe I could have you But I couldn't have you, I couldn't have you  Turn me the fuck up! Global domination Your soul is mine (Fatality, mm) Master (Money, ugh) You're listening to The masters of the shadows, tell me, dear lady (Can you see the shadows?) How will you navigate (He's a monster), an uncertain future Without, exclusive content (Shut up) There is nowhere to run You are now in a state of suspended animation Magic, mm The dark side, death is all you will find here Evil is being carried on the winds of change Hahaha, yes, a noble sacrifice Mm, so real, I know you're a monster, but I love you, I love you King This is a message from the twelfth of thirteen (Quiero tenerte pa' mi) Brakence has been successfully eradicated (Quiero tenerte pa' mi) We came to the conclusion that he would rather make selfish art than serve a higher purpose (Quiero tenerte pa' mi) So when you hit replay, ask yourself these questions (Quiero tenerte pa' mi) Who are you really listening to? (Quiero tenerte pa' mi) And where is the line between art and dark magic? Because that man had no idea   Ooh, ooh Ooh, ooh  Oh, baby, I only wanted you I couldn't say it so I'm typin' it on the cue I fuckin' hate it so I died like a Montague You think I'm chasin' something, I only wanted you  I found the truth In solitude It's concrete proof That we're all screwed I only wanted you I'm eating Lucy in the sky, what you tryna do? You think I made it? That's a lie, fuck your point of view I never say this shit, but I only wanted you I only wanted you"
SOPHIE,Immaterial,2017,hyperpop,"The track has been Read More  Immaterial girls, immaterial boys Immaterial girls, immaterial boys Immaterial girls, immaterial boys Immaterial girls, immaterial boys Immaterial girls, immaterial boys Immaterial girls, immaterial boys Immaterial girls, immaterial boys Immaterial girls, immaterial  Im-ma-ma-material, immaterial Immaterial boys, immaterial girls Im-ma-ma-material, immaterial We're just Im-ma-ma-material, immaterial I could be anything I want Immaterial boys, immaterial girls Anyhow, anywhere, any place, anyone that I want Im-ma-ma-material, immaterial We're just  You could be me and I could be you Always the same and never the same Day by day, life after life Without my legs or my hair Without my genes or my blood With no name and with no type of story Where do I live? Tell me, where do I exist? We're just  Im-ma-ma-material, immaterial Immaterial boys, immaterial girls Im-ma-ma-material, immaterial We're just Im-ma-ma-material, immaterial I could be anything I want Immaterial boys, immaterial girls Anyhow, anywhere, any place, anyone that I want Im-ma-ma-material, immaterial We're just  Immaterial girls, immaterial boys Immaterial girls, immaterial boys Immaterial girls, immaterial boys Immaterial girls, immaterial boys  I was just a lonely girl In the eyes of my inner child But I could be anything I want And no matter where I go You'll always be here in my heart Here in my heart, here in my heart I don't even have to explain Just leave me alone now I can't be held down I can't be held down  Immaterial girls, immaterial boys I could be anything I want Immaterial girls, immaterial boys I could be anything I want Immaterial girls, immaterial boys Anyhow, any place, anywhere, anyone Immaterial girls, immaterial boys Any form, any shape, anyway, anything, anything I want  Im-ma-ma-material, immaterial Immaterial boys, immaterial girls Im-ma-ma-material, immaterial We're just Im-ma-ma-material, immaterial I could be anything I want Immaterial boys, immaterial girls Im-ma-ma-material, immaterial We're just Im-ma-ma-material, immaterial I could be anything I want Immaterial boys, immaterial girls Im-ma-ma-material, immaterial We're just  Immaterial girls, immaterial boys Immaterial girls, immaterial boys Immaterial girls, immaterial boys Immaterial girls, immaterial boys Immaterial girls, immaterial boys Immaterial girls, immaterial boys Immaterial girls, immaterial boys Immaterial girls, immaterial boys"
